type,code,parent_code,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
PROFESSION,7911,,Kolbasa maxslotlarini tukuvchisi,Колбаса махслотларини тукувчиси,Вязальщик колбасного цеха,Kolbasa maxslotların tukuvshısı,false
PROFESSION,7912,,Oziq-ovqat mahsulotlari dozalovchisi,Озиқ-овқат маҳсулотлари дозаловчиси,Дозировщик пищевой продукции,Azıq-awqat ónimleri dozalawshısı,false
PROFESSION,7913,,Go’sht va kalla-pochalarni qotiruvchi,Гўшт ва калла-почаларни қотирувчи,Жиловщик мяса и субпродуктов,Gósht hám kalla-pochalardı qotirıwshı,false
PROFESSION,7914,,Xomashyo va mahsulot tayyorlovchi,Хомашё ва маҳсулот тайёрловчи,Заготовитель продуктов и сырья,Shiyki zat hám ónim tayarlawshı,false
PROFESSION,7915,,Diffuzorlarni ortuvchi (tushiruvchi),Диффузорларни ортувчи (туширувчи),Загрузчик (выгрузчик) диффузоров,Diffuzorlardı ortıwshı (tushirıwshı),false
PROFESSION,7916,,Oziq-ovqat mahsulotlarini soluvchi-chiqaruvchi,Озиқ-овқат маҳсулотларини солувчи-чиқарувчи,Загрузчик-выгрузчик пищевой продукции,Azıq-awqat ónimlerin salıwshı-shıǵarıwshı,false
PROFESSION,7917,,Go’sht va go’sht mahsulotlarini tuzlovchi,Гўшт ва гўшт маҳсулотларини тузловчи,Засольщик мяса и мясопродуктов,Gósht hám gósht ónimlerin tuzlawshı,false
PROFESSION,7918,,Terini tuzlovchi,Терини тузловчи,Засольщик шкур,Terini tuzlawshı,false
PROFESSION,7919,,Kolbasaning suniy qobig’ini tayyorlovchi,Колбасанинг суний қобиғини тайёрловчи,Изготовитель искусственной колбасной оболочки,Kolbasanıń suniy qobiǵini tayarlawshı,false
PROFESSION,7920,,Kegtut tayyorlovchi,Кегтут тайёрловчи,Изготовитель кетгута,Kegtut tayarlawshı,false
PROFESSION,7921,,CHarmyumshatgich tayyorlovchi,Чармюмшатгич тайёрловчи,Изготовитель кожмягчителя,CHarmyumshatgich tayarlawshı,false
PROFESSION,7922,,Suyak ko’mirini tayyorlovchi,Суяк кўмирини тайёрловчи,Изготовитель костяного угля,Suyak kómirini tayarlawshı,false
PROFESSION,7923,,Go’sht yarimtayyor mahsulotlarini tayyorlovchi,Гўшт яримтайёр маҳсулотларини тайёрловчи,Изготовитель мясных полуфабрикатов,Gósht yarimtayyor ónimlerin tayarlawshı,false
PROFESSION,7925,,Oziq-ovqat yarimfabrikatlarini tayyorlovchi,Озиқ-овқат яримфабрикатларини тайёрловчи,Изготовитель пищевых полуфабрикатов,Azıq-awqat yarimfabrikatların tayarlawshı,false
PROFESSION,7926,,Paranda go’shtidan yarim tayyor mahsulotlarni tayyorlovchi,Паранда гўштидан ярим тайёр маҳсулотларни тайёрловчи,Изготовитель полуфабрикатов из мяса птицы,Paranda góshtidan yarim tayar mahsulotlardı tayarlawshı,false
PROFESSION,7927,,Tor tayyorlovchi,Тор тайёрловчи,Изготовитель струн,Tor tayarlawshı,false
PROFESSION,7928,,Aralashtiruvchi,Аралаштирувчи,Меланжист,Aralashtirıwshı,false
PROFESSION,7929,,Go’shtni bo’laklovchi,Гўштни бўлакловчи,Обвальщик мяса,Góshtni bólaklawshı,false
PROFESSION,7934,,Kolbasa mahsulotlariga ishlov beruvchi,Колбаса маҳсулотларига ишлов берувчи,Обработчик колбасных изделий,Kolbasa mahsulotlariga islew beriwshi,false
PROFESSION,7935,,Quyon go’shtiga isholov beruvchi,Қуён гўштига ишолов берувчи,Обработчик кроликов,Quyon góshtiga isholov beriwshi,false
PROFESSION,7936,,Go’sht nimtalariga ishlov beruvchi,Гўшт нимталарига ишлов берувчи,Обработчик мясных туш,Gósht nimtalariga islew beriwshi,false
PROFESSION,7937,,Oziq-ovqat mahsulotlari va idishlarga ishlov beruvchi,Озиқ-овқат маҳсулотлари ва идишларга ишлов берувчи,Обработчик пищевых продуктов и тары,Azıq-awqat ónimleri hám idishlarga islew beriwshi,false
PROFESSION,9190,,Katodchi,Катодчи,Катодчик,Katodshı,false
PROFESSION,7941,,Tuxum ovoskopirovkachisi,Тухум овоскопировкачиси,Овоскопировщик яиц,Tuxum ovoskopirovkashısı,false
PROFESSION,7942,,Agar ilvirasi oqlovchisi,Агар илвираси оқловчиси,Отбельщик агарового студня,Agar ilvirasi oqlovshısı,false
PROFESSION,7943,,Havzalarni tayyorlovchi,Ҳавзаларни тайёрловчи,Подготовитель бассейнов,Havzalardı tayarlawshı,false
PROFESSION,7944,,Oziq-ovqat xomashyosini tayyorlovchi,Озиқ-овқат хомашёсини тайёрловчи,Подготовитель пищевого сырья,Azıq-awqat shiyki zatın tayarlawshı,false
PROFESSION,7945,,Oziq-ovqat xomashyosi va materiallarni tayyorlovchi,Озиқ-овқат хомашёси ва материалларни тайёрловчи,Подготовитель пищевого сырья и материалов,Azıq-awqat xomashyosi hám materiallardı tayarlawshı,false
PROFESSION,7946,,Kollagen eshma bovliqlar presslovchisi,Коллаген эшма бовлиқлар прессловчиси,Прессовщик коллагенового жгута,Kollagen eshma bovliqlar presslawshısı,false
PROFESSION,7947,,Suv o’tlari kukuni va yormasini tayyorlovchi,Сув ўтлари кукуни ва ёрмасини тайёрловчи,Приготовитель водорослевого порошка и крупки,Suw ótlari kukuni hám yormasini tayarlawshı,false
PROFESSION,7948,,Go’shtdan kulinariya mahsulotlarini tayyorlovchi,Гўштдан кулинария маҳсулотларини тайёрловчи,Приготовитель кулинарных изделий из мяса,Góshtdan kulinariya ónimlerin tayarlawshı,false
PROFESSION,7949,,Tovuq va quyon go’shtidan kulinariya mahsulotlarini tayyorlovchi,Товуқ ва қуён гўштидан кулинария маҳсулотларини тайёрловчи,Приготовитель кулинарных изделий из мяса птицы и кроликов,Tovuq hám quyon góshtidan kulinariya ónimlerin tayarlawshı,false
PROFESSION,7950,,Pat-tivit xomashyosini qabul qiluvchi,Пат-тивит хомашёсини қабул қилувчи,Приемщик перо-пухового сырья,Pat-tivit shiyki zatın qabıl qılıwshı,false
PROFESSION,7951,,Qora molni qabul qiluvchi,Қора молни қабул қилувчи,Приемщик скота,Qora molni qabıl qılıwshı,false
PROFESSION,7953,,Tuxumlarni qabul qiluvchi,Тухумларни қабул қилувчи,Приемщик яиц,Tuxumlardı qabıl qılıwshı,false
PROFESSION,7954,,Tirik parrandalar va quyonlarni qabul qiluvchi-saralovchi,Тирик паррандалар ва қуёнларни қабул қилувчи-сараловчи,Приемщик-сортировщик живой птицы и кроликов,Tirik parrandalar hám quyonlardı qabıl qılıwshı-sortlawshı,false
PROFESSION,7955,,Kalla-pochalarni ajratuvchi,Калла-почаларни ажратувчи,Разборщик субпродуктов,Kalla-pochalardı ajıratıwshı,false
